discounted_price,actual_price,discount_percentage,rating,rating_count,review_title,main_category,sub_category
88.0,299.0,71.0,4.0,9378.0,"Worked on iPhone 7 and didn’t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well.",Computers&Accessories,Accessories&Peripherals
399.0,1099.0,64.0,4.1,2685.0,"Changing speed,Make it better,Superb Build Quality,Highly satisfied,Best Charging Cable Ever,Good value for money option,Cable quality,Nice",Computers&Accessories,Accessories&Peripherals
57.89,199.0,71.0,4.0,9378.0,"Worked on iPhone 7 and didn’t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well.",Computers&Accessories,Accessories&Peripherals
799.0,1999.0,60.0,3.3,576.0,"Compatibility,Good one but voice not working propoer,Good but needs improvement in quality,Not strong,Works good,Waste of money,Works well,Don't buy... This remote",Electronics,"HomeTheater,TV&Video"
205.0,499.0,59.0,3.8,313.0,"Poor plastic Material but it works.,Very cheap material but it works...,Good one,Working on par with original,Working well , quality is okay,Value for money,Not for good,It looks like original",Electronics,"HomeTheater,TV&Video"
299.0,699.0,57.0,4.1,2957.0,"Good quality product and long lasting.,Ok,Really fast.,Yes good,Cable speed,Goid,Working fine,Just worth it",Computers&Accessories,Accessories&Peripherals
849.0,999.0,15.0,4.1,6736.0,"Reliability,Best non apple usb to lightning cable,Good,Good quality using since a year,Good,Very good product,Nice cable,Worth Your Money and best alternative",Computers&Accessories,Accessories&Peripherals
949.0,1999.0,53.0,4.4,13552.0,"Good,Worth to buy,Great value for price,Good product,Nice product.,Reliable and worth it!,Much more sturdy and durable than Apple cable,Good",Computers&Accessories,Accessories&Peripherals
499.0,1200.0,58.0,4.3,5451.0,"Overall it's a good product for mobile charging.,Awesome 😎,Gud data cabel....,Very good USB C TO USB C Cable .The one does not entangle to develop fold leading to cracks and cuts,Best,Rigid and high quality,Super durable,Great i have been using for 6 month",Computers&Accessories,Accessories&Peripherals
299.0,485.0,38.0,4.3,10911.0,"High price,Good quality,Go for it,3.0,Thank you Amazon,Awesome buy,Ok,Nice product",Computers&Accessories,Accessories&Peripherals
949.0,1999.0,53.0,4.4,13552.0,"Good,Worth to buy,Great value for price,Good product,Nice product.,Reliable and worth it!,Much more sturdy and durable than Apple cable,Good",Computers&Accessories,Accessories&Peripherals
379.0,1099.0,66.0,4.3,2806.0,"Good material, fast charging,Costly but good product,Support type c super fast charging,Good quality,Sturdy cable & has decent charging capabilities.,Good buy.,Gud product.,Very good product",Computers&Accessories,Accessories&Peripherals
8990.0,18990.0,53.0,3.9,350.0,"A budget Android TV,Wall Mount was missing from tv pack,Good,Good product but installation service is not good,Nice product ☺️👍,i am very satisfied,Good,Very good product in this price",Electronics,"HomeTheater,TV&Video"
486.0,1999.0,76.0,4.2,30023.0,"Value for Money,A good upgrade from stock cable.,GOOD CABLE,Value for the money,Great buy,Overall good,Awesome experience,Worked as expected",Electronics,"HomeTheater,TV&Video"
5699.0,11000.0,48.0,4.2,4003.0,"Firestick plugging in issue, otherwise a good deal,Cheap & Best Product,Low budget led tv,Nice tv,Very. Good,Why is the installation guy asking for installation charge?,Good Budget Tv,Good TV but after using it for 9 days, has found a flaw",Electronics,"HomeTheater,TV&Video"
709.0,1999.0,65.0,4.1,178817.0,"Data transfer not the best,Good cable for iphone,Working Good,Best quality,Fast charging,Genuine product,Nice product,Good",Computers&Accessories,Accessories&Peripherals
47990.0,70900.0,32.0,4.3,7109.0,"Best(Branded) Budget TV,A high-quality 4k Smart TV from Samsung,Received Defective,Got Replacement,Nice product but,Tv is good,Best budget tv,Value for money. Samsung is always good,Value for money product",Electronics,"HomeTheater,TV&Video"
299.0,1199.0,75.0,3.7,490.0,"Works just fine for my vu tv,Quality to be improve,Good,Good product,Value for money 👍,Works fine with Vu smart TV,Good Product. Suitable for VU,Ok, Quality can be improved",Electronics,"HomeTheater,TV&Video"
320.0,599.0,47.0,4.1,491.0,"Good product,Good product,Built and charge power,Nice product Happy to buy,Not recommended,Good quality but charge little slow,Stopped working within 6 months,Value for money",Computers&Accessories,Accessories&Peripherals
139.0,549.0,75.0,3.9,61.0,"Terrible,Charging status,Good quality,good charging,Nice product,Waste of Money.,Fast Charging Cable,Charching",Computers&Accessories,Accessories&Peripherals
129.0,249.0,48.0,4.0,9378.0,"Worked on iPhone 7 and didn’t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well.",Computers&Accessories,Accessories&Peripherals
24999.0,35999.0,31.0,4.2,32840.0,"It is the best tv if you are getting it in 10-12k,Good price but the OS lags,GARBAGE QUALITY,Good product.,Good quality,Great experience everything is fantastic 🤠,Super picture quality and sound quality,Awesome",Electronics,"HomeTheater,TV&Video"
999.0,1699.0,41.0,4.4,7318.0,"You might be able to get away by using other usb too,Built well but there are flaws.,Good alternative for Apple cable,Good alternative,Best buy,Good,Value for Money,Works as advertised.",Computers&Accessories,Accessories&Peripherals
225.0,499.0,55.0,4.1,789.0,"Good product,Working,Something is better than nothing,Average,Good,good product,Good work,Good",Computers&Accessories,Accessories&Peripherals
547.0,2999.0,82.0,4.3,407.0,"Fitting issue,Perfect fit good quality product,good product,👌🏻Fit, 👍🏻cost wise, 👍🏻👍🏻material.,Wonderful product,Good for. New remote.,Nice product,Perfect for samsung frame series solar remote",Electronics,"HomeTheater,TV&Video"
259.0,699.0,63.0,3.8,2399.0,"Useful but the length is a bit short,This product is overpriced,Not proper,good,Happy to get it,USB Cable,good,Theek hi h",Computers&Accessories,Accessories&Peripherals
239.0,699.0,66.0,4.4,2640.0,"Excellent solution for Sony TVs,Worth purchase,Very bad,Bad product,Remote,Good quality",Electronics,"HomeTheater,TV&Video"
349.0,999.0,65.0,4.0,839.0,"Damaged product,Good quality aa well as fit,Good but fits loose at top, bit tight at bottom.,Fits the Samsung Smart TV Remote Perfectly!!,Perfectly fitted,Costly but good,Average product,A worthy product",Electronics,"HomeTheater,TV&Video"
467.0,599.0,22.0,4.4,44054.0,"BEST WITH BOAT & LG SMART TV,This product is overpriced,Good picture quality, sturdy,It worked when I connect with soundbar to the smart TV,Good 👍,Good quality product my solve screen onn off,Ok,This cable support HDMI arc, but each time we have to select port in TV",Electronics,"HomeTheater,TV&Video"
449.0,599.0,25.0,4.0,3231.0,"It works,Reasonably Good Product,Very usefull,Work with iPod perfectly.,Not a good product,Wonderful Product and fast charging,Nice cable,Usefull to me",Computers&Accessories,Accessories&Peripherals
11990.0,31990.0,63.0,4.2,64.0,"Worth of money,There is no 8 gb storage only 2.8 is there,Superb quality,Good product,Nice product for tcl android smart tv,TCL 32inch android tv good quality and rate,Nice smart Tv,Paisa vasul",Electronics,"HomeTheater,TV&Video"
350.0,599.0,42.0,3.9,8314.0,"They did what they said... Sent a replacement when complained...,Charging Rapidly on Replacement,They did what they said... Sent a replacement when complained...,Capacity,Not original but worth buying,Does not support fast charging,Good,Good quality",Computers&Accessories,Accessories&Peripherals
252.0,999.0,75.0,3.7,2249.0,"Value for money,faulty product,Must buy,Best one,Fine with the charger,Not upto the mark…one time usage product,Value for money,review",Computers&Accessories,Accessories&Peripherals
204.0,599.0,66.0,3.6,339.0,"its not Universal,Tatasky remote from Amazon is cheapest, best,Good services by amazon,Okay product,1 item missing,Nice product,Ok,Good for general use",Electronics,"HomeTheater,TV&Video"
6490.0,9990.0,35.0,4.0,27.0,"Beat projector for good price,Value for money,Excellent,Wow!!! Just wow!! 🔥🔥,Recently purchased and started using from yesterday,It's beautiful, premium portable useful gadget,Brightness is excellent.,Experience",Electronics,"HomeTheater,TV&Video"
235.0,599.0,61.0,3.5,197.0,"Value for money,Does the job,Waste of money product,Ok types,Waste product,Good for the price and works well with Tatasky remote,Don't buy it,It works",Electronics,"HomeTheater,TV&Video"
299.0,800.0,63.0,4.5,74977.0,"Nice,good,Paisa vassol,Sturdy and long.,Good for the price and great quality.,Works as expected,Good,Good",Computers&Accessories,Accessories&Peripherals
799.0,1999.0,60.0,4.2,8583.0,"Perfect cable for my use. Far better than the apple cable provided with my Ipad,Good buy,Good quality,Amazing build quality superb power full fast cable for my iPhone 11 pro,Good Product (Rated 5 star earlier but now reduced to 3 star as it stopped working within 6 months),Not so great,Good,Good product",Computers&Accessories,Accessories&Peripherals
299.0,999.0,70.0,3.8,928.0,"Good compatibility,Good Product,Good nice serves the purpose ..Build quality is also good .,Not meet the anticipation.,Good,Nive product worth for money.,Horrible experience,Thanks for prompt replacement.",Electronics,"HomeTheater,TV&Video"
6999.0,16990.0,59.0,3.8,110.0,"Nice,Nice product,Value for money,Karbonn,Good,Nice product,Not suitable for external monitor purpose,Good",Electronics,"HomeTheater,TV&Video"
42999.0,59999.0,28.0,4.1,6753.0,"Almost Perfect!,Review After using 1month,Nice tv,Panel and video quality,Good Product,Worth for money,Nice,Good",Electronics,"HomeTheater,TV&Video"
173.0,999.0,83.0,4.3,1237.0,"It's working perfectly for my mi stick,It's a genuine product,good items. value for money.,good,Good quality product,value for money,Nice picture quality,Good Product",Electronics,"HomeTheater,TV&Video"
209.0,600.0,65.0,4.4,18872.0,"Good Quality Product,Good Product,Good,Perfect HDMI coupler,Very Good Connector,Does the job,Product is good but not working with Fire tv stick.,Perfect",Electronics,HomeAudio
848.99,1490.0,43.0,3.9,356.0,"Low quality material use,Good one,Cable is good,Charging,Good,Good,Best car charging cable,Subscribe My channel - Tunetworks GAming",Computers&Accessories,Accessories&Peripherals
649.0,1999.0,68.0,4.2,24269.0,"Satisfied,Charging is really fast,Value for money,Product review,Good quality,Good product,Good Product,As of now seems good",Computers&Accessories,Accessories&Peripherals
299.0,899.0,67.0,3.8,425.0,"Good product,Bit price high.,Not the best,Issue with On off Button since first day.,Nice remote,Good,Stopped working in 1 month,Awesome product",Electronics,"HomeTheater,TV&Video"
399.0,799.0,50.0,4.1,1161.0,"Good for monitors and light weight TVs,Good adherness but adjustment screw is weak to adhere screen properly,Good,Quality is good,Good product, but has a fault,Space saver,DIY install a bit difficult,Very strong and sturdy",Electronics,"HomeTheater,TV&Video"
249.0,499.0,50.0,4.1,1508.0,"Good,Works with Samsung Fold 4 fast charge,Ok,Nice product,Great Cable for Charging,Charging problem seen a little bit,Best cable,A good contender for well known branded C2C cables.",Computers&Accessories,Accessories&Peripherals
1249.0,2299.0,46.0,4.3,7636.0,"Very good product,All items is really good,value money,Good,Worthy product,Ok,Quality and Price marks Top.,Delivery too late , but nice products",Electronics,"HomeTheater,TV&Video"
213.0,499.0,57.0,3.7,246.0,"Nice product.... Works well... Satisfactory purchase....,Not original Samsung remote,Nice,Not a bad deal,very good,Plastic quality,Works perfect!,Work well",Electronics,"HomeTheater,TV&Video"
209.0,499.0,58.0,4.0,479.0,"Better than original sony remote control,Good delivery time,Recommend to buy,Value for money but with other considerations,Excellent,Good,Superb,Excellent product!! Works well",Electronics,"HomeTheater,TV&Video"
598.0,4999.0,88.0,4.2,910.0,"Good quality but not superb,Good,Good,Not working properly,Must buy,Authentic. Orignal. Excellent,Not so good,Worth every paisa",Electronics,"HomeTheater,TV&Video"
799.0,1749.0,54.0,4.1,5626.0,"Worst product wornout after 2 months,Good product,Awesome | great,Worth a buy,Best Product!,Great one compare to original cable,Worked for a month, the power supply isn't as mentioned.,Ehh bhut lambi haii",Computers&Accessories,Accessories&Peripherals
159.0,595.0,73.0,4.3,14184.0,"Very good quality.,Nice product,Not a fast charger....,nice,A Good Type C adapter,Nice product,Value for money and easy to use.,Good",Computers&Accessories,Accessories&Peripherals
499.0,1100.0,55.0,4.4,25177.0,"Awsome quality,Nice item,Better Display Port Cable,Works! GTX1650 Super, DELL 2520D (MST),Value for money,Not Vesa certified cable.,YOU CAN BUY IT UNDOUBTEDLY.,Check Display settings as soon as you install this cable.",Computers&Accessories,Accessories&Peripherals
31999.0,49999.0,36.0,4.3,21252.0,"It's super,Value of money 💰,Display and build,Good Sound and pictures,Good product 👍,Good and smart tv for reasonable rate,Good for low budget,Tv is good but after 3  month my tv screen gone",Electronics,"HomeTheater,TV&Video"
32990.0,56790.0,42.0,4.3,567.0,"Good TV in budget!,Excellent purchase.,A master piece fron sansui,Using good,Value for money 👍,Sound quality not good,Appropriate,Good",Electronics,"HomeTheater,TV&Video"
299.0,1199.0,75.0,3.5,466.0,"Good product,Switches,Remote is working,Center main button is very weak ,not working well,Punctuality. Delivered in time. Excellent,Remote,Sony Tv Remote,It works",Electronics,"HomeTheater,TV&Video"
128.31,549.0,77.0,3.9,61.0,"Terrible,Charging status,Good quality,good charging,Nice product,Waste of Money.,Fast Charging Cable,Charching",Computers&Accessories,Accessories&Peripherals
599.0,849.0,29.0,4.5,474.0,"Osm,Very good build quality,supports fast charging,Worth the price.,Very nice,Quality,Durability King,Good quality at an affordable price.",Computers&Accessories,Accessories&Peripherals
399.0,899.0,56.0,3.4,431.0,"When you can’t find the original this comes handy.,No voice communication,Acceptable for the price,Bad finish, but good product,No,voice recognition is not available,Nice Remote,worked find keys are hard",Electronics,"HomeTheater,TV&Video"
449.0,1099.0,59.0,4.0,242.0,"Best rugged cable that supports most of the fast charging standards,It's good 👍,Nice cable, although higher ampere might heat up and damage the cable,Very nice product,Nice product with good quality,Great product, Greater utility, Greatest value provider!,Awesome,good prodct",Computers&Accessories,Accessories&Peripherals
254.0,799.0,68.0,4.0,2905.0,"Average,Nice in this price,Nice,Nice,Good product but takes long time to be delivered,Misleading Title and description,Phone is not getting charged fast.,Works as expected",Computers&Accessories,Accessories&Peripherals
399.0,795.0,50.0,4.4,12091.0,"Good,Good Quality,Amazing,Wire cost,Quality and performance is excellent.,Really Impressive,Good and cheap!,GOOD ONE",Electronics,"HomeTheater,TV&Video"
179.0,399.0,55.0,4.0,1423.0,"GOOD,Thank you  Amazon very good charging cable,Good,Very good product,good quality,Very Good Product,This is fast charging USB!,Simply perfect at the price of below 100",Computers&Accessories,Accessories&Peripherals
339.0,999.0,66.0,4.3,6255.0,"Good pick for Galaxy Note 9,Durable and quality product,Best Cable for Android Auto,The cable I will always carry when I pack my stuff for a ride.,Good charging capacity and data transfers,I bought it for my bike,Excellent,👍",Computers&Accessories,Accessories&Peripherals
399.0,999.0,60.0,4.0,1236.0,"Good quality product with many screws and nuts,Nice product,Ok ok product,It’s accuracy,Screws can be a problem.,Good quality for 32"" TV,Perfect fit for my Sony TV,This costs approx 200 in the local market.",Electronics,"HomeTheater,TV&Video"
199.0,399.0,50.0,4.2,1335.0,"Cover is Little loose for Fire remote cover,I ordered this for colour,Pricing,Nice Product,Overpriced but good quality.,Remote stops working after 3 months,Perfect fot,Perfect size for amazon firestick",Electronics,"HomeTheater,TV&Video"
349.0,1999.0,83.0,3.8,197.0,"Good,Good,Good,Mic is not working,Voice not working. You can't enable voice assistant in this remote,Quality is average, buttons are not smooth,Very good,Good",Electronics,"HomeTheater,TV&Video"
299.0,798.0,63.0,4.4,28791.0,"Good Stuff... Recommended!!!,Need better quality,एक मजबूत प्रोडक्ट है,Good,best buy of this cable,Best for,Tough,Nil",Computers&Accessories,Accessories&Peripherals
89.0,800.0,89.0,3.9,1075.0,"The metal pin is losing it's strength,Sahi h bs 44 rupe ki and dilivery charge 40,Good Charging cable,Good sturdy micro usb cable with good charging speeds,Cheapest micro USB cable in the market,boat is better than this,I bought this for 199rs best charging cable for all mobiles,Good",Computers&Accessories,Accessories&Peripherals
549.0,995.0,45.0,4.2,29746.0,"Its ok product not too good not bad,Cheap and best,Performance,Works well,Not working with Fast Charger,This Type-C cable is awesome😍.,Does not support display,Good",Computers&Accessories,Accessories&Peripherals
129.0,1000.0,87.0,3.9,295.0,"Great value for money,Iys good,Poor quality,Good Quality & Great Charging Speed,Slow charging,Durable and fast,It doesn't fit to Samsung mobile,Very fast charge",Computers&Accessories,Accessories&Peripherals
77990.0,139900.0,44.0,4.7,5935.0,"Product installation was excellent  but delivery staff pathetic👌,TV Picture quality is good.,TV Picture quality is good,Very nice,Great picture and sound quality,One of the best big screen TV,Service is not good,Nice TV",Electronics,"HomeTheater,TV&Video"
349.0,799.0,56.0,3.6,323.0,"Good Product at this Price,Works well directly in front of TV,Iam so happy,Without battery how to check the remote control,Must buy,Good product…,Seven Mi remote,Worst",Electronics,"HomeTheater,TV&Video"
499.0,899.0,44.0,3.7,185.0,"Netflix button not working others works well,Good,Compatible with Vu Premium TV,Not like the original one..  but not bad.,Not Good Quality,Working fine,Half of the button doesn’t work,Hardness",Electronics,"HomeTheater,TV&Video"
299.0,799.0,63.0,4.2,2117.0,"Cable is working properly,Sturdy,Ok,Its very slow in terms of speed,Good Cable,Plug fits little tight, but does the job fine,Good product,GOOD",Computers&Accessories,Accessories&Peripherals
182.0,599.0,70.0,4.0,9378.0,"Worked on iPhone 7 and didn’t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well.",Computers&Accessories,Accessories&Peripherals
96.0,399.0,76.0,3.6,1796.0,"Good product,Average product quality,Good,Good product,Nice product,Nice product,super product s,Set up box wall mounted without screws",Electronics,"HomeTheater,TV&Video"
54990.0,85000.0,35.0,4.3,3587.0,"Good TV for the price. (But my experience was not perfect),Good but not best  @!@,Decent tv for the price but misses on basic smart features,Perfect one in our budget. Speedy and customer friendly approach from vu",Electronics,"HomeTheater,TV&Video"
439.0,758.0,42.0,4.2,4296.0,"Good Built Quality Product.,Good quality cable,Useful product but plz check the output ports in ur tV,Nice product,Good,Very good,Good Quality,Best ever",Electronics,"HomeTheater,TV&Video"
299.0,999.0,70.0,4.3,2651.0,"Worth the money spent,Nice product also the sterdiness good as expected.,Not the correct charger for Samsung S9,Nice product,Superb,Doubts on fast charging,One time purchase,Good Product",Computers&Accessories,Accessories&Peripherals
299.0,799.0,63.0,4.2,94363.0,"Good product,Good one,Nice,Really nice product,Very first time change,Good,Fine product but could be better,Very nice it's charging like jet",Computers&Accessories,Accessories&Peripherals
789.0,1999.0,61.0,4.2,34540.0,"Looks more durable,cheap n best,Good length and charging speed.,Works,Works like a charm,stopped working,Good,Excellent Product",Computers&Accessories,Accessories&Peripherals
299.0,700.0,57.0,4.4,8714.0,"Good cable,This amazon basics cable does the job perfectly well.,Good, sturdy cable,Necessary product connector HDMI,Best quality cable I have had,Male to Female HDMI Extension Cable,very nice wire,Ultimate connectivity.... Using more than couple of years...",Electronics,"HomeTheater,TV&Video"
325.0,1099.0,70.0,4.2,10576.0,"Nice product .,Good quality Braided cable, VFM,Good cord, but has Earthing issue,Ok,Good product. Little bit fast charger for phones like redmi.,Fast charging is working properly,Money value product 👌,Cable a Nice product",Computers&Accessories,Accessories&Peripherals
1299.0,1999.0,35.0,4.4,7318.0,"You might be able to get away by using other usb too,Built well but there are flaws.,Good alternative for Apple cable,Good alternative,Best buy,Good,Value for Money,Works as advertised.",Computers&Accessories,Accessories&Peripherals
790.0,1999.0,60.0,3.0,103.0,"Not good,No voice recognition, No pointer ray as in original LG remote. These features are not included,Best product,Not working properly,Doesnt work, dont buy,It doesn’t have pointer,Not working properly,Just perfect",Electronics,"HomeTheater,TV&Video"
4699.0,4699.0,0.0,4.5,224.0,"Great Product,Very good and working very nice,Horrible user experience on account of poor hardware,Not worthy. Laggy sometimes",Electronics,HomeAudio
18999.0,24990.0,24.0,4.3,4702.0,"Wonderful TV and Awful installation service from amazon,Acer Television Review,It's a good product for that price.,Good for the price,Almost a complete package,Nice Product,Good product,Super designed",Electronics,"HomeTheater,TV&Video"
199.0,999.0,80.0,4.2,85.0,"Good 👍,Good,Cable length is ok , quality is not good . In this price it is ok,MFS 100 cable,Good Quality,Good product but cable thickness should be more,Quality is excellent,Super service",Computers&Accessories,Accessories&Peripherals
269.0,650.0,59.0,4.4,35877.0,"Satisfactory,Superb88,Good hdmi cable for 1080p 60 fps,Hdmi cable received,Amazing Product!!! Liked it!!!,Good product,Best product for me.,I'll strongly recommend this product to others.",Electronics,"HomeTheater,TV&Video"
1990.0,3100.0,36.0,4.0,897.0,"Good,Does the job. Works with two devices,Positive review- Almost good and useful,Hissing sound  output from (viSe TV) Vijay sales.,Acceptable sound, no hassle of charging,Excellent product,Not good range,Very good",Electronics,"HomeTheater,TV&Video"
2299.0,3999.0,43.0,3.8,282.0,"Simply good,Sound quality,FM Radio antenna isn't strong enough, rest features are value for money,SIZE,Product quantity is good,Value for money,Best,Found remote broken, please replace the remote only.",Electronics,HomeAudio
35999.0,49990.0,28.0,4.3,1611.0,"Tv working good.,Value of money,Acer 32  Sound bar tv review,product is good but one lie by the seller (i.e. 16GB space),Cromecast not working in this smart TV.,Awesome clarity and sound,Awesome sound system like a sound bar picture quality is impressive and connected good,Budget friendly Smart TV",Electronics,"HomeTheater,TV&Video"
349.0,999.0,65.0,4.2,513.0,"Good quality,Average product.,It fits perfectly on remote. Its Worth for the money I spent.,Good silicon cover for remote,It is perfect fit,Overall it a good product but little pricey,Great for fire stick 4k,Nice product",Electronics,"HomeTheater,TV&Video"
719.0,1499.0,52.0,4.1,1045.0,"Good,I don’t like this product,Awesome product,Best cable for iphone xs .. works well with fast charging brick,Low quality pin but wire is fine,Excellent quality,Awesome quality and fast charging,Works fine",Computers&Accessories,Accessories&Peripherals
8999.0,18999.0,53.0,4.0,6347.0,"Tv is good in price range,Inexpensive Smart TV,good,Cheap and best,In this budget it’s so good,Not bad ok,Very good👍👍,Very Nice",Electronics,"HomeTheater,TV&Video"
917.0,2299.0,60.0,4.2,3300.0,"Picture quality poor,Good,Very good product,Working fine till now,Good quality,Nice product,Nice picture quality,Nice sarvice",Electronics,"HomeTheater,TV&Video"
399.0,999.0,60.0,3.3,23.0,"When I placed the order I was in doubt whether it would work or not but it works very well,Very bad 😞😞,Remote very 👎 bad,Doesn’t works at all, material quality isn’t nearby the original one,No bluetooth",Electronics,"HomeTheater,TV&Video"
45999.0,69900.0,34.0,4.3,7109.0,"Best(Branded) Budget TV,A high-quality 4k Smart TV from Samsung,Received Defective,Got Replacement,Nice product but,Tv is good,Best budget tv,Value for money. Samsung is always good,Value for money product",Electronics,"HomeTheater,TV&Video"
119.0,299.0,60.0,3.8,51.0,"Good product, worth it,Not worthy to buy,good ok to use,Very nice product,Useless product,Very poor quality,Within 10 days of purchase the charging cable has started showing 36 hours for a full charge,stopped working in hardly 10 days waste of money C-type connector came out of plastic part",Computers&Accessories,Accessories&Peripherals
21999.0,29999.0,27.0,4.2,32840.0,"It is the best tv if you are getting it in 10-12k,Good price but the OS lags,GARBAGE QUALITY,Good product.,Good quality,Great experience everything is fantastic 🤠,Super picture quality and sound quality,Awesome",Electronics,"HomeTheater,TV&Video"
299.0,599.0,50.0,3.7,708.0,"Value for Money,Costlier than the original product, works somewhat same.,Bad quality.,Ok,Product is good,Poor quality remote control,Nice product,Good product",Electronics,"HomeTheater,TV&Video"
21990.0,34990.0,37.0,4.3,1657.0,"A Good Product overall and value for Money,Am not happy this product... Not completed installation... Am very dispointed this installation..,Tv not able to connect via bluetooth,Picture quality,Good tv on this price,Warranty mentioned 2 years but one year only show the card,Value for money!,Best Smart TV",Electronics,"HomeTheater,TV&Video"
417.44,670.0,38.0,3.9,523.0,"Nice one,Not up to the mark.,Nice product working in Asus zen pro mobile,Good product 👍👍👍,Working everything as expected,VERY GOOD QUALITY,Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging,Nice Products",Computers&Accessories,Accessories&Peripherals
199.0,999.0,80.0,3.0,,The cable works but is not 65W as advertised,Computers&Accessories,Accessories&Peripherals
47990.0,79990.0,40.0,4.3,1376.0,"Love Amazon but lg is misleading,Amazing product,Worst service from LG,Good,Simply beautiful,Satisfied with the TV,Great deal,It is quite ok",Electronics,"HomeTheater,TV&Video"
215.0,499.0,57.0,3.5,121.0,"NOT GOOD IN DURIBILITY.,The remote lasted a grand total of one week.,Good product too early to say final word on durability,prompt delivery plus supet product,It's good.,satisfactory,Body  problems,Damaged product",Electronics,"HomeTheater,TV&Video"
99.0,800.0,88.0,3.9,1075.0,"The metal pin is losing it's strength,Sahi h bs 44 rupe ki and dilivery charge 40,Good Charging cable,Good sturdy micro usb cable with good charging speeds,Cheapest micro USB cable in the market,boat is better than this,I bought this for 199rs best charging cable for all mobiles,Good",Computers&Accessories,Accessories&Peripherals
18999.0,35000.0,46.0,4.0,1001.0,"Vu brand superb quality,Value for price,Thik hai but android nahi hai,Good model for entry level 32"" TV need.,Good product value of Money,Great TV,The sound quality, speakers, picture quality are just OK. MID GRADE PRODUCT AT MOST,Picture Quality",Electronics,"HomeTheater,TV&Video"
249.0,999.0,75.0,4.3,112.0,"Product life ia short,Good,Waste,Value for money,Very nice product at a reasonable price. Value for money.,Good replacement cable at this price,Worst cable. Not working even after replacement. Dont buy guys Manufactured in China.,Not working",Computers&Accessories,Accessories&Peripherals
7999.0,15999.0,50.0,3.8,3022.0,"This is a Best kodak LED,Product is Good as per the price but customer service experience is too bad,It's ok,Company doesn't provide Installation.Demand  change for it.,Good but not best,Good product 👍,Very nice,Display quality and incomplete product",Electronics,"HomeTheater,TV&Video"
649.0,1600.0,59.0,4.3,5451.0,"Overall it's a good product for mobile charging.,Awesome 😎,Gud data cabel....,Very good USB C TO USB C Cable .The one does not entangle to develop fold leading to cracks and cuts,Best,Rigid and high quality,Super durable,Great i have been using for 6 month",Computers&Accessories,Accessories&Peripherals
1289.0,2499.0,48.0,3.3,73.0,"Not how original remote works,Chinese quality,It's okay.,good one,Works great with Firestick,Substandard Copy of original at the cost of original,Pathetic,total waste product don't buy battery drain problem",Electronics,"HomeTheater,TV&Video"
609.0,1500.0,59.0,4.5,1029.0,"AmazonBasics Product,Good,Very good,Value for money product,Nice product quantity is nice connective is fast,Product,Good Quality Product,Never thought it be would this good!!",Electronics,"HomeTheater,TV&Video"
32990.0,54990.0,40.0,4.1,1555.0,"Value for Money product.,Overall Tv is good,Good,Good performance so far… considering the price range,Received a defective piece,Nice,TV bundled with Google ecosystem gives a extra  boost,Good product",Electronics,"HomeTheater,TV&Video"
599.0,1999.0,70.0,4.2,47.0,"Good Product,Nice,Customer service support information not found on box.,Value for money,Good product,Nice 👍,Best the hdmi cable,Exactly as discribed, enchanced Quality",Electronics,"HomeTheater,TV&Video"
349.0,899.0,61.0,4.1,14896.0,"Very good.,Good one. Worth Buy.,Wonderful,Amazon USB C to Micro USB : It works,Good,Laptop with only USB C ports? Buy this cable.,A must buy accessory for all MacBook M1 owners,Good quality usb c to usb b adapter cable 8 inch",Computers&Accessories,Accessories&Peripherals
29999.0,50999.0,41.0,4.4,1712.0,"Good value for money,Good,Kodak Tv,One side of screen has blacked out,Kodak tv,Remote not working properly,Kodak TV,Kodak Tv",Electronics,"HomeTheater,TV&Video"
199.0,399.0,50.0,4.2,1335.0,"Cover is Little loose for Fire remote cover,I ordered this for colour,Pricing,Nice Product,Overpriced but good quality.,Remote stops working after 3 months,Perfect fot,Perfect size for amazon firestick",Electronics,"HomeTheater,TV&Video"
349.0,699.0,50.0,3.9,214.0,"Very nice and strong product,Good,Value for money,The remote is of OK quality,Good Product,Replaced item is not working ..we want to return this item as soon as possible,Good remote,Iska work",Electronics,"HomeTheater,TV&Video"
1850.0,4500.0,59.0,4.0,184.0,"A Good Product.,Does the job,Overpriced Item,A bit over priced,Recommended,There is not fit to my tv so that why I return it,Nice product,Not worth !",Electronics,"HomeTheater,TV&Video"
13990.0,28900.0,52.0,4.5,7.0,"Very nice and good product at this price,Nothing,Good product for the budget,It's Perfect! Must Buy!! 😊",Electronics,"HomeTheater,TV&Video"
129.0,449.0,71.0,3.7,41.0,"Nice,सानदार है,Received damaged product,Good quality product,It's very good.,101% fake lava usb,Average product,Costless",Computers&Accessories,Accessories&Peripherals
